Comment in English,Spam / Ham,Sentiment
lmfao if this would ever happen *Which it wont* you would risk the earth crumbling and destroying everything underground,spam,negative
USA!!!!,spam,neutral
Imagine an earthquake,spam,neutral
I like the Idea and I have you needed Im sure you will not arrepentance!,spam,positive
"Well, here come the BORING and digging puns.",spam,neutral
Anyone else notice this song is in Four Kings Casino on Steam?,spam,neutral
"if there's a person who can do this, items Elon Musk",spam,neutral
OR you could build more subways and highspeed rail...,spam,neutral
"You know who else wanted a big giant underground highway for his city?

...Adolf Hitler",spam,neutral
"Please leave the planets crust alone, This will create enviomental problems and crazy pollution",spam,negative
This is...boring,spam,negative
This is boring tho,spam,negative
Lol Elon musk been watching too much Irobot.,spam,neutral
they got that tunnel vision,spam,neutral
I swear I had this exact idea when I was high,spam,neutral
we need this asap free my dad el chapo,spam,neutral
Part of the joy of driving is seeing the view and enjoying sunlight.,ham,neutral
Make this real.,spam,neutral
"He did it. He got stuck in traffic and tweeted this as a joke but he did it. 
Congrats on making a company off a pun 10/10 would Bore people again",spam,neutral
"Yeah, good luck building that in L.A.",spam,neutral
Quick question: Where did you put the subways and the internet/power lines?,ham,neutral
Lol hey bois,spam,neutral
this fucking guy...,spam,neutral
OH MY GOD that's what this is for!?!?!?! Fuck. Yes.,spam,neutral
Earthquakes?,spam,neutral
Plot twist: this is sponsored by Mexico to get passed trumps wall,spam,neutral
Elon musk needs definitely a Pepsi . I'm not joking .,spam,neutral
"Looks like maybe noone drives their own damn car in the future? Lame. Just bring highspeed trains now and
 let people have the freedom to drive whenever and wherever they want in the future. Self-driving cars can suck it. It also couldn't really look any more dismal and nothing like a cave collapse. Time to start saying that not every Elon Musk idea is so smart. Jetsons -i get that. But something rubs wrong with this idea. Really wrong.",spam,negative
So I bought a car for a thing to carry my car faster than my car can go,spam,neutral
let's see here a transportation moving fast underground...  hmmm OH A SUBWAY YEAH...  this project is so inefficient,spam,neutral
This Is Awesome.,spam,positive
Retarded company,spam,negative
What happen if it had earthquake,ham,neutral
"Seems like we are cells building blood vessels into the earth, how long till we get a flagellum and move this rock.",spam,neutral
the literal Underground Railroad,spam,neutral
"what if i told you this was the start of a multibillion dollar company for constructing the future that 
was founded by a guy from the future to create the future",spam,neutral
"the tunnels might be used for crime;  3 men gang up on someone while the pod is moving
.  Or the  tunnels could collapse,  a car might roll off the pod or a child or pet might fall into the the tunnel.  Just building the network of tunnels would be insanely hard,  why go through all that trouble",ham,negative
So subway...,spam,neutral
"We are going in the opposite way of having flying cars, we have ground cars the 1980s never imagined this",spam,neutral
Stupid Idea. Also impossible!,spam,negative
"what's next with Elon Musk?
floating motorways?",spam,neutral
No frickin way,spam,neutral
We will all be dead by the time this shit gets created,spam,negative
What the fuck is this? Underground cars that go on train tracks wtf,spam,negative
"Whatever mass supply of drugs he got in his house I'm stealing every last 
 one of them and then I'll make cars that go on train tracks underground",spam,negative
wat,spam,neutral
Adding to my list of Shit only privileged white people get in life.,spam,neutral
what is he on and where can i get it?,spam,neutral
You stole this idea from the hills have eyes,spam,negative
"very amazing plan which would take very little debri from idiots throwing something out of there
 window to stop an entire line of traffic. With that and many other challenges in mind this project would be amazing.",ham,neutral
"I swear to God Elon, you did it again.",spam,neutral
OMGAZMAZING!!111,spam,positive
what Happens during an earthquake,spam,neutral
"like mta😆, we are apologize for delay.....no way😂",spam,neutral
Like the idea,spam,positive
lol,spam,neutral
First step is to do what Futurama did in there in there pilot,spam,neutral
"why just build train tunnel. that thing just making even worse traffic jam,  and good luck building that on earthquake area",ham,negative
this idea is lit,spam,neutral
I didn't know it was still April fool's lol,spam,neutral
am I supposed to be impressed by some bad CGI it's so far from reality why is this even trending,spam,neutral
wow that's cool,spam,positive
so.... LA still has earthquakes right? ......,spam,neutral
wouldn't you need to ventilate out the CO2 emissions from the tunnel...ohh wait...,ham,neutral
Okay....I can dig it.,spam,neutral
I'm curious about what safety measures they plan to use in this.,ham,neutral
maybe in 200 years,spam,neutral
the cars are completely redundant... it's basically a less efficient​ train system,spam,negative
I agree,spam,neutral
How would someone build something like this?,spam,neutral
Wait then whats the point of the cars?,spam,neutral
"Check out my
Vlogs!",spam,neutral
people will find so many ways to get stuck in these tunnels,spam,neutral
I will tolerate no bamboozles.,spam,neutral
built by Harriet Tubman,spam,neutral
"Wouldn't it make sense to put large openings to the tunnels in high trafficked areas,
 and use lifts to take vehicles out of the tunnels?  Honestly for this to work efficiently a lot needs to happen first, but if anyone can do it that person is Elon Musk.",ham,neutral
The future- where cars don't even need to drive themselves,spam,neutral
"Great idea, but no one realized how much easier a terrorist could harm many people, and how many more hazards could be caused. 
Plus how hard it would be to monitor this",ham,neutral
Simpson's...Episode #?  Who rules the world..we do!,spam,neutral
"I can't doubt him PayPal tesla people laugh at his ""ideas"" or what he supports but they become the norms if he only saw whatsapp coming or
 twitter this guy would have been consider a legend by now he may be in the future but right now he still has more to give",spam,neutral
"IF THIS PROJECT WOULD BE CARRIED OUT FOR A COUNTRY WITH DISCIPLINED PEOPLE .... IF IT WERE IN MY COUNTRY:
 1. THE DEVICE THAT TRANSPORTS THE CAR WOULD BE DETERIORATED EITHER BY:   1.1 LACK OF MAINTENANCE   1.2 PEOPLE: METAL PARTS WOULD BE STOLEN TO SELL AS SCRAP (HERE THE COVERS ARE STOLEN          SEWERAGE); THEY WILL SCRATCH, HIT AND MESS.   1.3 RAINS: THE PARTS WOULD BE RUSTY UNLESS IT IS STAINLESS STEEL. 2. THE APPARATUS THAT TRANSPORTS THE CAR WOULD BE DAMAGED EITHER BY:    2.1 THE MENTIONED IN THE 1.1, 1.2 AND 1.3 HERE IN MY COUNTRY THEY CANNOT GIVE MAINTENANCE TO A PARK, THE          PARK LIGHTS DAMAGE IT, STOLE IT OR SIMPLY DO NOT MAINTEN IT, IF YOU WALK FOR A          PARK, 10 LIGHTS WORK 4.  3. THE TUNNELS WOULD BE WITH GARBAGE  4. THE TUNNELS WOULD BE CONTAMINATED BY SMOKE.  5. THERE WOULD BE DEATHS    5.1 IF ONLY DRUNK DRIVING IS A DANGER, THIS FOR PEOPLE WHO DO NOT FOLLOW THE LAWS,            IMAGINE YOURSELF INSIDE A TUNNEL.    5.2 AT THE MOMENT OF THE DEVICE LOWERING A CAR IS UNCOVERED, PEOPLE WOULD NOT SEE THE HOLE AND           STARRY. THIS ASSUMING THE VIDEO, I ASSUME IT IS A SMALL PRESENTATION, IF IT WERE MORE           DETAILED IMAGINE THAT THERE WILL BE SIGNS AND GOOD ASSUMING THAT IF IT IS TO BE DONE IN REALITY,          I DOUBT A LOT. AND GOOD I SUPPOSE THAT NOBODY WILL READ IT, NOT A COMMENT IN SPANISH THIS WILL BE THE ONLY ONE",spam,neutral
